user_id,order_id,product_id,product_name
45711,33983,44560,Kids Organic Chocolate Chip ZBars
14991,34097,30489,Original Hummus
14991,34097,13380,Organic Blue Corn Tortilla Chips
51162,34201,14947,Pure Sparkling Water
51162,34201,21137,Organic Strawberries
51162,34201,48679,Organic Garnet Sweet Potato Yam
51162,34201,14678,Organic Frozen Peas
51162,34201,10574,Apple Scent Liquid Hand Soap
50192,34202,28427,Vitamin D Whole Milk
50192,34202,40968,Push Up Sherbert Pop Variety Pack
50192,34202,30535,Dish Liquid Ultra Concentrated Aloe
8617,34210,5015,Organic Cottage Cheese Classic
13835,34229,40545,Berry Medley
15656,34346,18564,Diet Ginger Ale All Natural Soda
20003,34463,30668,Half Baked Frozen Yogurt
14236,34504,46906,Grape WhiteGreen Seedless
38313,34533,9339,Organic Chicken  Apple Sausage
43253,34603,28204,Organic Fuji Apple
43253,34603,39275,Organic Blueberries
66,34647,40256,Cinnamon Sticks
57583,34847,45445,Organic Bagged Mini Dark Peanut Butter
57583,34847,36361,Organic Cottage Cheese Blueberry Acai Chia
38176,34969,25330,Pecan Nut  Rice Cracker Snacks
38176,34969,10752,Strips Bacon Flavor Bacon Dog Snacks
38176,34969,19057,Organic Large Extra Fancy Fuji Apple
38176,34969,31486,Zero Calorie Sweetener
29312,34976,26604,Organic Blackberries
29312,34976,10132,Organic American Cheese Singles
3142,35196,2962,Milk Reduced Fat  Milkfat
7323,35309,7388,Salsa Roja Hot
14114,35376,37560,Milkfat Small Curd  Cottage Cheese
14114,35376,45061,Natural Vanilla Ice Cream
14114,35376,25581,Blueberry Lowfat Yogurt
14114,35376,27428,Dairy Pure Fresh Heavy Whipping Cream
14114,35376,22866,Sharp Cheddar Cheese Shredded
29548,35824,9036,Unsweetened Vanilla Cashew Milk
29548,35824,38944,Seven Grain Crispy Tenders
29548,35824,2694,Superberry Kombucha
4555,35864,2086,Sustainably Soft Bath Tissue
4547,35949,17008,Shredded Sharp Cheddar Cheese
4547,35949,32047,Original Apple  Juice
53596,36009,5024,Dark Red Kidney Beans No Salt Added
53596,36009,24852,Banana
53596,36009,9444,Original Tortilla Strips
53596,36009,2452,Naturals Chicken Nuggets
53596,36009,45965,Steel Cut Oats
42561,36068,24852,Banana
27618,36148,24852,Banana
27618,36148,8424,Broccoli Crown
27618,36148,21903,Organic Baby Spinach
27618,36148,44632,Sparkling Water Grapefruit
27618,36148,12576,Kiwi Sandia Sparkling Water
27618,36148,45066,Honeycrisp Apple
27618,36148,28204,Organic Fuji Apple
24903,36336,4799,Shredded Parmesan
24903,36336,40604,Feta Cheese Crumbles
50978,36461,9065,Mint Chocolate Cookie Ice Cream
50978,36461,2450,Taco Seasoning
50978,36461,17638,Vanilla Coffee Concentrate
393,36665,31371,Whole Wheat English Muffins
20740,37168,27966,Organic Raspberries
20740,37168,16799,Sugar Free Sweet Mint Gum
22262,37344,40836,Anaheim Pepper
59653,37743,21360,Clean Comfort Deodorant
11950,37767,13702,Good Seed Organic Thin Sliced Bread
11950,37767,41198,Classic Peanut Butter
11950,37767,1994,Organic Gluten Free Quinoa Spaghetti
5885,37961,14032,Tortilla Chips
6162,38225,5373,Organic No Salt Added Diced Tomatoes
19646,38716,7835,Tomato Basil Cooking Sauce
